gateway_txn_id,invoice_ref,customer_name,settled_amount,status,timestamp,canonical_id
pay_2ba02e15bcba,INV-2026-2101,Reliance Digital,71869.15,SUCCESS,2026-08-16 03:00:00,CANON-1101
pay_37c349e5880b,INV-2026-2102,Zoho Corporation,200544.87,SUCCESS,2026-08-24 04:00:00,CANON-1102
pay_a6a5b3fd654b,INV-2026-2103,Flipkart Internet Pvt Ltd,135860.29,SUCCESS,2026-08-13 01:00:00,CANON-1103
pay_efe3b8805cf1,INV-2026-2104,Zoho Corporation,110010.13,SUCCESS,2026-08-15 03:00:00,CANON-1104
pay_f19091f6eec0,INV-2026-2105,Zomato Logistics,56856.77,SUCCESS,2026-08-11 04:00:00,CANON-1105
pay_6ae1ecd54f75,INV-2026-2106,Swiggy Tech Fleet,66806.53,SUCCESS,2026-08-03 01:00:00,CANON-1106
pay_b9dea561fdc1,INV-2026-2107,Reliance Digital,164285.3,SUCCESS,2026-08-25 01:00:00,CANON-1107
pay_f2defe427d6c,INV-2026-2107,Reliance Digital,164285.3,SUCCESS,2026-08-25 00:02:00,CANON-1107
pay_d82015350676,INV-2026-2108,Reliance Digital,53843.37,SUCCESS,2026-08-01 02:00:00,CANON-1108
pay_4e16f1302e03,INV-2026-2109,Paytm Merchant Services,169017.42,SUCCESS,2026-08-19 04:00:00,CANON-1109
pay_9fa085d34864,INV-2026-2110,HCL Technologies,192890.03,SUCCESS,2026-08-06 01:00:00,CANON-1110
pay_d9d70e316334,INV-2026-2111,HCL Technologies,31484.19,SUCCESS,2026-08-01 04:00:00,CANON-1111
pay_90d6c2e79188,INV-2026-2112,Freshworks India,53590.8,SUCCESS,2026-08-19 02:00:00,CANON-1112
pay_5e5e442fe233,INV-2026-2113,Freshworks India,194257.82,SUCCESS,2026-08-22 01:00:00,CANON-1113
pay_165b8dd3a3a9,INV-2026-2114,Tata Consultancy Services,90064.92,SUCCESS,2026-08-14 01:00:00,CANON-1114
pay_b93c37a18957,INV-2026-2115,Zoho Corporation,86829.61,SUCCESS,2026-08-14 01:00:00,CANON-1115
pay_8aae7cfdc81c,INV-2026-2116,Zomato Logistics,160718.35,SUCCESS,2026-08-15 04:00:00,CANON-1116
pay_6e29dd7809f4,INV-2026-2117,Freshworks India,132827.95,SUCCESS,2026-08-21 04:00:00,CANON-1117
pay_459f027d8185,INV-2026-2118,Swiggy Tech Fleet,207304.98,SUCCESS,2026-08-19 02:00:00,CANON-1118
pay_d23c2df7a3f2,INV-2026-2119,HCL Technologies,220999.64,SUCCESS,2026-08-08 04:00:00,CANON-1119
pay_40d54e4e1acf,INV-2026-2120,Tata Consultancy Services,126105.09,SUCCESS,2026-08-11 02:00:00,CANON-1120
pay_c9767cbfaecf,INV-2026-2121,HCL Technologies,88383.02,SUCCESS,2026-08-20 03:00:00,CANON-1121
pay_85c1763dbff0,INV-2026-2122,Tata Consultancy Services,131573.68,SUCCESS,2026-08-07 04:00:00,CANON-1122
pay_4350fc96829b,INV-2026-2123,Razorpay Corp,190750.34,SUCCESS,2026-08-23 04:00:00,CANON-1123
pay_dbea53515e7b,INV-2026-2124,Tata Consultancy Services,27798.07,SUCCESS,2026-08-08 02:00:00,CANON-1124
pay_7219c057ac28,INV-2026-2125,Zoho Corporation,147481.12,SUCCESS,2026-08-16 03:00:00,CANON-1125
pay_2fe407276400,INV-2026-2126,Freshworks India,139845.18,SUCCESS,2026-08-12 03:00:00,CANON-1126
pay_78769039fde1,INV-2026-2127,HCL Technologies,61481.82,SUCCESS,2026-08-24 01:00:00,CANON-1127
pay_b1a5908e3cc2,INV-2026-2128,Razorpay Corp,237965.0,SUCCESS,2026-08-23 02:00:00,CANON-1128
pay_5df597f96e4e,INV-2026-2129,Paytm Merchant Services,72742.41,SUCCESS,2026-08-19 03:00:00,CANON-1129
pay_d01518ba3e23,INV-2026-2129,Paytm Merchant Services,72742.41,SUCCESS,2026-08-19 00:02:00,CANON-1129
pay_e9374f83d20e,INV-2026-2130,Reliance Digital,77580.38,SUCCESS,2026-08-12 01:00:00,CANON-1130
pay_5797183b4220,INV-2026-2131,Razorpay Corp,36012.83,SUCCESS,2026-08-02 03:00:00,CANON-1131
pay_30e03e81a152,INV-2026-2131,Razorpay Corp,36012.83,SUCCESS,2026-08-02 00:02:00,CANON-1131
pay_890ec0bde3e3,INV-2026-2132,Wipro Enterprises,161278.07,SUCCESS,2026-08-25 01:00:00,CANON-1132
pay_af11508c5e57,INV-2026-2133,HCL Technologies,120002.25,SUCCESS,2026-08-15 01:00:00,CANON-1133
pay_5528f9faafc2,INV-2026-2134,Paytm Merchant Services,32951.35,SUCCESS,2026-08-03 01:00:00,CANON-1134
pay_ab22d0d25b52,INV-2026-2135,Zoho Corporation,173180.5,SUCCESS,2026-08-05 03:00:00,CANON-1135
pay_878dec2fbf24,INV-2026-2136,Reliance Digital,34020.63,SUCCESS,2026-08-25 02:00:00,CANON-1136
pay_c7bc7210ac89,INV-2026-2137,Swiggy Tech Fleet,115376.04,SUCCESS,2026-08-15 04:00:00,CANON-1137
pay_9401d0fac9af,INV-2026-2138,Flipkart Internet Pvt Ltd,157151.69,SUCCESS,2026-08-20 01:00:00,CANON-1138
pay_63cab27aa301,INV-2026-2138,Flipkart Internet Pvt Ltd,157151.69,SUCCESS,2026-08-20 00:02:00,CANON-1138
pay_e48f184783b2,INV-2026-2139,Zoho Corporation,56701.17,SUCCESS,2026-08-22 02:00:00,CANON-1139
pay_44adbfa2da77,INV-2026-2140,Razorpay Corp,23390.89,SUCCESS,2026-08-01 04:00:00,CANON-1140
pay_de116821cf8b,INV-2026-2141,Tata Consultancy Services,61711.68,SUCCESS,2026-08-23 04:00:00,CANON-1141
pay_961d2003f2a8,INV-2026-2142,Zoho Corporation,62188.83,SUCCESS,2026-08-09 02:00:00,CANON-1142
pay_0ac0315da476,INV-2026-2143,Infosys Limited,138417.78,SUCCESS,2026-08-21 03:00:00,CANON-1143
pay_6ea00002071d,INV-2026-2144,Infosys Limited,19611.32,SUCCESS,2026-08-26 03:00:00,CANON-1144
pay_e09c4d53f284,INV-2026-2145,Infosys Limited,119831.0,SUCCESS,2026-08-10 03:00:00,CANON-1145
pay_1d7482a838c0,INV-2026-2146,Razorpay Corp,125979.83,SUCCESS,2026-08-03 04:00:00,CANON-1146
pay_6e33468bdebd,INV-2026-2147,Zomato Logistics,152909.84,SUCCESS,2026-08-01 01:00:00,CANON-1147
pay_97e6381dafd8,INV-2026-2148,HCL Technologies,146180.51,SUCCESS,2026-08-25 04:00:00,CANON-1148
pay_d4163a88405f,INV-2026-2149,Zoho Corporation,113346.2,SUCCESS,2026-08-09 04:00:00,CANON-1149
pay_d5a416427f87,INV-2026-2150,Paytm Merchant Services,242418.53,SUCCESS,2026-08-16 03:00:00,CANON-1150
